CCT_INS_PLA|NOMBRE_INS_PLA|CV_CCT|CV_TURNO|C_TURNO|NOMBRECT|CV_ENT_ADMNISTRATIVA|ENT_ADMINISTRATIVA|CV_ENT_INMUEBLE|ENTIDAD_INMUEBLE|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|CV_SERVICION1|TIPO|CV_SERVICION2|NIVEL|CV_SERVICION3|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|CV_CARRERA|C_NOM_CARRERA|CV_MODALIDAD|C_MODALIDAD|CV_OPCION_EDUCATIVA|C_OPCION_EDUCATIVA|CV_PLAN_ESTUDIO|DURACION|CV_DURACION|C_DURACION|D_NORM|CV_ESTATUS|C_CARRERA_ESTATUS|CV_MOTIVO|C_MOTIVO|SUBSISTEMA_1|SUBSISTEMA_2|SUBSISTEMA_3|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V272|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V258|V259|V260|V261|V262|V263|V264|V265|V266|V267|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V313|V314|V315|V316|V317|V318|V319|V320|V321|V322|V323|V324|V325|V326|V327|V328|V329|V330|V331|V332|V333|V334|V335|V336|V337|V338|V339|V340|V341|V342|V343|V344|V345|V346|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|V167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|V178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|V189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|V216|V217|V218|V219|V220|V221|V222|V223|V224|V225|V226|V227|V228|V229|V230|V231|V232|V233|V234|V235|V236|V237|V238|V239|V240|V241|V242|V243|V244|V245|V246|V247|V248|V249|V250|V251|V252|V253|V254|V255|V256|V257|E302|V303|E304|V305|E306|V307|E308|V309|V347|V348|V349|V310|V311|V312|FECHA_ENTREGA|C_OBSERVACION|
06MSU0004F|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06PSU0004C|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE PASEO MIGUEL DE LA MADRID HURTADO|813|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7011500003|MAESTRÍA EN EDUCACIÓN|2|MIXTA|3|MIXTA|2014|4|2|SEMESTRES|1211000|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-31||
06MSU0004F|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06PSU0004C|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE PASEO MIGUEL DE LA MADRID HURTADO|813|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7031100240|MAESTRÍA EN PSICOLOGÍA CLÍNICA CON ESPECIALIDAD EN TERAPIA COGNITIVO CONDUCTUAL  |2|MIXTA|3|MIXTA|2018|4|2|SEMESTRES|1211000|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-31||
06MSU0004F|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06PSU0004C|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE PASEO MIGUEL DE LA MADRID HURTADO|813|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7033100184|MAESTRÍA EN DERECHO FISCAL Y CORPORATIVO|2|MIXTA|3|MIXTA|2014|4|2|SEMESTRES|1211000|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-31||
06MSU0004F|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06PSU0004C|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE PASEO MIGUEL DE LA MADRID HURTADO|813|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7033100185|MAESTRÍA EN DERECHO CONSTITUCIONAL Y DE AMPARO|2|MIXTA|3|MIXTA|2014|4|2|SEMESTRES|1211000|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-31||
06MSU0004F|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06PSU0004C|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE PASEO MIGUEL DE LA MADRID HURTADO|813|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7033200006|MAESTRÍA EN CRIMINOLOGÍA Y CIENCIAS FORENSES|2|MIXTA|3|MIXTA|2017|4|2|SEMESTRES|1210000|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-31||
06MSU0004F|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06PSU0004C|4|DISCONTINUO|CENTRO DE ESTUDIOS UNIVERSITARIOS VIZCAYA DE LAS AMERICAS|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CALLE PASEO MIGUEL DE LA MADRID HURTADO|813|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7073100030|MAESTRÍA EN DESARROLLO URBANO|2|MIXTA|3|MIXTA|2014|4|2|SEMESTRES|1211000|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-31||
06MSU0005E|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06PSU0005B|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CAMINO EL CHANAL A 100 MTS. DEL TERCER ANILLO PERIFÉRICO|0|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7031100164|MAESTRÍA EN TERAPIA FAMILIAR SISTÉMICO – RELACIONAL|1|ESCOLARIZADA|1|PRESENCIAL|2013|7|5|CUATRIMESTRES|1112330|2|Latencia|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-21||
06MSU0005E|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06PSU0005B|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CAMINO EL CHANAL A 100 MTS. DEL TERCER ANILLO PERIFÉRICO|0|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7033100100|MAESTRÍA EN JUICIO DE AMPARO|1|ESCOLARIZADA|1|PRESENCIAL|2008|7|5|CUATRIMESTRES|1112330|1|Activa|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|1|0|0|2008|10|21|2016|10|21|7|0|0|1|0|0|0|132|0|1|0|0|4|4|3|7|3|4|7|0|0|3|4|7|0|0|0|0|0|0|0|0|0|0|0|0|2025|9|1|2|0|2|2|0|0|1|1|2|0|2|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|2|0|0|0|0|0|1|1|0|0|0|0|2|4|2|6|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|3|8|0|0|0|0|0|0|0|0|7|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|7|1|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|1|0|0|0|1|1|0|0|3|0|3|0|0|0|0|0|0|0|1|0|1|0|0|5|3|8|0|0|8|0|0|0|0|0|0|0|8|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-21||
06MSU0005E|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06PSU0005B|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CAMINO EL CHANAL A 100 MTS. DEL TERCER ANILLO PERIFÉRICO|0|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7041100029|MAESTRÍA EN VALUACIÓN|1|ESCOLARIZADA|1|PRESENCIAL|2008|6|5|CUATRIMESTRES|1112330|1|Activa|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|1|0|0|2008|11|8|2015|10|2|6|0|0|1|0|0|0|93|0|1|0|0|4|5|1|6|3|1|4|0|0|3|1|4|0|0|0|0|0|0|0|0|0|0|0|0|2025|9|1|4|2|2|4|0|0|4|0|4|2|2|4|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|4|0|0|1|0|0|0|0|0|0|2|1|4|9|5|14|0|0|0|7|2|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|7|23|0|0|0|0|0|0|0|0|18|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|18|5|0|0|0|0|0|0|0|0|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|4|1|5|0|0|4|3|7|0|0|5|2|7|0|0|16|7|23|0|0|23|0|0|0|0|0|0|0|23|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-21||
06MSU0005E|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06PSU0005B|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CAMINO EL CHANAL A 100 MTS. DEL TERCER ANILLO PERIFÉRICO|0|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7041400023|MAESTRÍA EN FISCAL|1|ESCOLARIZADA|1|PRESENCIAL|2008|6|5|CUATRIMESTRES|1112330|1|Activa|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|1|0|0|2008|5|12|2014|1|2|6|0|0|1|0|0|0|91|0|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2025|9|1|1|1|1|2|0|0|2|0|2|1|1|2|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|2|0|0|0|0|1|0|0|0|0|1|0|2|5|8|13|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|8|14|0|0|0|0|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|14|13|1|0|0|0|0|0|0|0|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|0|0|1|1|2|0|0|0|1|1|0|0|1|0|1|0|0|1|1|2|0|0|0|2|2|0|0|1|2|3|0|0|6|8|14|0|0|14|0|0|0|0|0|0|0|14|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-21||
06MSU0005E|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06PSU0005B|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CAMINO EL CHANAL A 100 MTS. DEL TERCER ANILLO PERIFÉRICO|0|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7042000002|MAESTRÍA EN ADMINISTRACIÓN|1|ESCOLARIZADA|1|PRESENCIAL|2017|6|5|CUATRIMESTRES|1112000|1|Activa|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|1|0|0|2017|12|2|2017|12|5|6|0|0|1|0|0|0|76|0|1|0|0|1|3|2|5|1|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|2025|9|1|4|0|4|4|0|0|2|2|4|0|4|4|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|0|0|0|4|1|0|1|0|0|1|0|0|1|0|0|4|0|7|7|0|0|0|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|7|10|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|10|6|3|1|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|1|1|0|0|0|1|1|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|1|1|2|0|0|3|7|10|0|0|10|0|0|0|0|0|0|0|10|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-21||
06MSU0005E|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06PSU0005B|4|DISCONTINUO|"UNIVERSIDAD DEL VALLE DE ATEMAJAC, PLANTEL COLIMA"|06|COLIMA|06|COLIMA|002|COLIMA|0001|COLIMA|CAMINO EL CHANAL A 100 MTS. DEL TERCER ANILLO PERIFÉRICO|0|PRIVADO|PRIVADO|4|SUPERIOR|1|SUPERIOR|1|LICENCIATURA Y POSGRADO|0|NO APLICA|0|NO APLICA|7042100115|MAESTRÍA EN DESARROLLO ORGANIZACIONAL Y HUMANO|1|ESCOLARIZADA|1|PRESENCIAL|2004|2|1|AÑOS|1112330|1|Activa|0||EDUCACIÓN SUPERIOR|UNIVERSIDADES PARTICULARES|UNIVERSIDADES PARTICULARES|2025|1|0|0|2004|3|22|2013|9|1|2|1|0|0|0|0|0|81|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2025|9|1|4|1|3|4|0|0|3|1|4|1|3|4|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|4|3|1|0|0|4|0|1|2|0|0|0|0|0|1|0|0|4|3|9|12|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|10|13|0|0|0|0|0|0|0|0|9|0|0|1|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|13|9|4|0|0|0|0|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|1|1|2|0|0|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|3|3|0|0|0|1|1|0|0|0|2|2|0|0|3|10|13|0|0|13|0|0|0|0|0|0|0|13|0|0|0|0|0||0||0||0||0|0|0|0|0|0|0|2025-10-21||
